model,fold,partition,dimensions,slice,rows,families,accuracy
G2,0,validation,articleType,Rompers,3,1,1.0
G2,0,validation,articleType,Rucksacks,2,2,1.0
G2,0,validation,articleType,Salwar,5,4,1.0
G2,0,validation,articleType,Salwar and Dupatta,1,1,1.0
G2,0,validation,articleType,Sandals,146,100,0.8698630136986302
G2,0,validation,articleType,Sarees,25,22,1.0
G2,0,validation,articleType,Scarves,18,15,0.6666666666666666
G2,0,validation,articleType,Shirts,528,304,0.9829545454545454
G2,0,validation,articleType,Shoe Accessories,4,3,0.0
G2,0,validation,articleType,Shorts,88,70,0.8181818181818182
G2,0,validation,articleType,Skirts,19,16,0.5263157894736842
G2,0,validation,articleType,Socks,103,57,0.7669902912621359
G2,0,validation,articleType,Sports Sandals,10,10,0.8
G2,0,validation,articleType,Sports Shoes,339,311,0.8643067846607669
G2,0,validation,articleType,Stockings,8,1,1.0
G2,0,validation,articleType,Stoles,15,11,0.9333333333333333
G2,0,validation,articleType,Sunglasses,175,85,0.8114285714285714
G2,0,validation,articleType,Suspenders,6,5,1.0
G2,0,validation,articleType,Sweaters,46,40,1.0
G2,0,validation,articleType,Sweatshirts,46,40,0.9565217391304348
G2,0,validation,articleType,Swimwear,3,2,1.0
G2,0,validation,articleType,Ties,34,17,1.0
G2,0,validation,articleType,Ties and Cufflinks,1,1,1.0
G2,0,validation,articleType,Tights,2,2,1.0
G2,0,validation,articleType,Tops,274,196,0.9124087591240876
G2,0,validation,articleType,Track Pants,49,39,0.9183673469387755
G2,0,validation,articleType,Tracksuits,5,5,1.0
G2,0,validation,articleType,Travel Accessory,3,2,0.0
G2,0,validation,articleType,Trousers,85,55,0.9411764705882353
G2,0,validation,articleType,Trunk,23,17,0.9565217391304348
G2,0,validation,articleType,Tshirts,1151,926,0.9530842745438749
G2,0,validation,articleType,Tunics,28,26,0.9642857142857143
G2,0,validation,articleType,Umbrellas,1,1,1.0
G2,0,validation,articleType,Waist Pouch,3,2,0.6666666666666666
G2,0,validation,articleType,Waistcoat,3,2,1.0
G2,0,validation,articleType,Wallets,139,83,0.920863309352518
G2,0,validation,articleType,Watches,388,254,0.8247422680412371
G2,0,validation,articleType,Water Bottle,2,2,0.0
G2,0,validation,articleType,Wristbands,1,1,1.0
G2,0,validation,family_size_bin,1,3793,3793,0.8924334300026364
G2,0,validation,family_size_bin,2-3,1281,572,0.8985167837626854
G2,0,validation,family_size_bin,4+,1479,199,0.9330628803245437
G2,0,validation,gender x articleType,Boys | Booties,2,1,0.0
G2,0,validation,gender x articleType,Boys | Capris,2,1,1.0
G2,0,validation,gender x articleType,Boys | Casual Shoes,7,6,0.2857142857142857
G2,0,validation,gender x articleType,Boys | Flip Flops,3,3,0.3333333333333333
G2,0,validation,gender x articleType,Boys | Gloves,2,1,0.0
G2,0,validation,gender x articleType,Boys | Jackets,2,1,0.0
G2,0,validation,gender x articleType,Boys | Jeans,4,2,0.0
G2,0,validation,gender x articleType,Boys | Rompers,2,1,1.0
G2,0,validation,gender x articleType,Boys | Sandals,3,3,0.6666666666666666
G2,0,validation,gender x articleType,Boys | Shirts,13,3,0.9230769230769231
G2,0,validation,gender x articleType,Boys | Shorts,7,4,0.2857142857142857
G2,0,validation,gender x articleType,Boys | Sweatshirts,1,1,0.0
G2,0,validation,gender x articleType,Boys | Trousers,2,1,0.0
G2,0,validation,gender x articleType,Boys | Tshirts,86,51,0.7558139534883721
G2,0,validation,gender x articleType,Girls | Capris,8,4,0.75
G2,0,validation,gender x articleType,Girls | Casual Shoes,6,5,0.3333333333333333
G2,0,validation,gender x articleType,Girls | Clothing Set,1,1,1.0
G2,0,validation,gender x articleType,Girls | Dresses,12,8,0.75
G2,0,validation,gender x articleType,Girls | Gloves,2,1,1.0
G2,0,validation,gender x articleType,Girls | Innerwear Vests,2,2,0.5
G2,0,validation,gender x articleType,Girls | Jeans,1,1,1.0
G2,0,validation,gender x articleType,Girls | Leggings,1,1,0.0
G2,0,validation,gender x articleType,Girls | Rompers,1,1,1.0
G2,0,validation,gender x articleType,Girls | Sandals,8,7,0.375
G2,0,validation,gender x articleType,Girls | Shorts,7,4,1.0
G2,0,validation,gender x articleType,Girls | Skirts,4,3,0.0
G2,0,validation,gender x articleType,Girls | Tops,38,21,0.7105263157894737
G2,0,validation,gender x articleType,Girls | Tshirts,16,11,0.625
G2,0,validation,gender x articleType,Men | Accessory Gift Set,17,7,1.0
G2,0,validation,gender x articleType,Men | Backpacks,11,5,0.0
G2,0,validation,gender x articleType,Men | Belts,84,47,0.9523809523809523
G2,0,validation,gender x articleType,Men | Blazers,1,1,1.0
G2,0,validation,gender x articleType,Men | Boxers,7,5,1.0
G2,0,validation,gender x articleType,Men | Bracelet,16,1,0.375
G2,0,validation,gender x articleType,Men | Briefs,88,56,1.0
G2,0,validation,gender x articleType,Men | Caps,20,18,0.65
G2,0,validation,gender x articleType,Men | Casual Shoes,354,267,0.96045197740113
G2,0,validation,gender x articleType,Men | Cufflinks,13,1,1.0
G2,0,validation,gender x articleType,Men | Deodorant,33,29,0.8787878787878788
G2,0,validation,gender x articleType,Men | Duffel Bag,2,1,0.5
G2,0,validation,gender x articleType,Men | Flip Flops,78,68,0.9102564102564102
G2,0,validation,gender x articleType,Men | Formal Shoes,103,43,0.9902912621359223
G2,0,validation,gender x articleType,Men | Fragrance Gift Set,7,7,0.7142857142857143
G2,0,validation,gender x articleType,Men | Free Gifts,4,1,0.75
G2,0,validation,gender x articleType,Men | Handbags,3,2,0.3333333333333333
G2,0,validation,gender x articleType,Men | Innerwear Vests,38,30,0.9473684210526315
G2,0,validation,gender x articleType,Men | Jackets,24,22,1.0
G2,0,validation,gender x articleType,Men | Jeans,56,19,0.9464285714285714
G2,0,validation,gender x articleType,Men | Kurtas,6,6,1.0
G2,0,validation,gender x articleType,Men | Laptop Bag,2,2,0.5
G2,0,validation,gender x articleType,Men | Lounge Pants,7,7,1.0
G2,0,validation,gender x articleType,Men | Lounge Shorts,6,5,1.0
G2,0,validation,gender x articleType,Men | Messenger Bag,1,1,0.0
G2,0,validation,gender x articleType,Men | Mufflers,3,3,0.6666666666666666
G2,0,validation,gender x articleType,Men | Night suits,5,4,0.8
G2,0,validation,gender x articleType,Men | Perfume and Body Mist,54,49,0.7407407407407407
G2,0,validation,gender x articleType,Men | Sandals,116,72,0.9741379310344828
G2,0,validation,gender x articleType,Men | Scarves,10,8,0.8
G2,0,validation,gender x articleType,Men | Shirts,468,261,0.9871794871794872
G2,0,validation,gender x articleType,Men | Shorts,65,53,0.8461538461538461
G2,0,validation,gender x articleType,Men | Socks,79,36,0.8860759493670886
G2,0,validation,gender x articleType,Men | Sports Sandals,6,6,1.0
G2,0,validation,gender x articleType,Men | Sports Shoes,260,234,0.9653846153846154
G2,0,validation,gender x articleType,Men | Stoles,1,1,1.0
G2,0,validation,gender x articleType,Men | Sunglasses,91,45,0.989010989010989
G2,0,validation,gender x articleType,Men | Suspenders,6,5,1.0
G2,0,validation,gender x articleType,Men | Sweaters,28,24,1.0
G2,0,validation,gender x articleType,Men | Sweatshirts,33,28,1.0
G2,0,validation,gender x articleType,Men | Ties,34,17,1.0
G2,0,validation,gender x articleType,Men | Track Pants,37,28,0.918918918918919
G2,0,validation,gender x articleType,Men | Tracksuits,5,5,1.0
G2,0,validation,gender x articleType,Men | Trousers,72,47,0.9861111111111112
G2,0,validation,gender x articleType,Men | Trunk,23,17,0.9565217391304348
G2,0,validation,gender x articleType,Men | Tshirts,868,706,0.9850230414746544
G2,0,validation,gender x articleType,Men | Waistcoat,1,1,1.0
G2,0,validation,gender x articleType,Men | Wallets,67,29,0.9552238805970149
G2,0,validation,gender x articleType,Men | Watches,236,137,0.9110169491525424
G2,0,validation,gender x articleType,Men | Water Bottle,1,1,0.0
G2,0,validation,gender x articleType,Unisex | Backpacks,105,77,0.8380952380952381
G2,0,validation,gender x articleType,Unisex | Basketballs,3,3,1.0
G2,0,validation,gender x articleType,Unisex | Belts,1,1,0.0
G2,0,validation,gender x articleType,Unisex | Caps,22,21,0.6818181818181818
G2,0,validation,gender x articleType,Unisex | Casual Shoes,39,34,0.358974358974359
G2,0,validation,gender x articleType,Unisex | Deodorant,1,1,0.0
G2,0,validation,gender x articleType,Unisex | Duffel Bag,10,8,0.4
G2,0,validation,gender x articleType,Unisex | Flip Flops,24,23,0.375
G2,0,validation,gender x articleType,Unisex | Footballs,2,2,0.0
G2,0,validation,gender x articleType,Unisex | Handbags,8,8,0.625
G2,0,validation,gender x articleType,Unisex | Headband,2,2,0.0
G2,0,validation,gender x articleType,Unisex | Jeans,3,1,0.0
G2,0,validation,gender x articleType,Unisex | Laptop Bag,10,8,0.6
G2,0,validation,gender x articleType,Unisex | Messenger Bag,6,6,0.6666666666666666
G2,0,validation,gender x articleType,Unisex | Mobile Pouch,2,2,0.0
G2,0,validation,gender x articleType,Unisex | Perfume and Body Mist,2,1,0.0
G2,0,validation,gender x articleType,Unisex | Rucksacks,2,2,1.0
G2,0,validation,gender x articleType,Unisex | Sandals,17,16,0.47058823529411764
G2,0,validation,gender x articleType,Unisex | Scarves,1,1,0.0
G2,0,validation,gender x articleType,Unisex | Shoe Accessories,4,3,0.0
G2,0,validation,gender x articleType,Unisex | Socks,11,9,0.2727272727272727
G2,0,validation,gender x articleType,Unisex | Sports Sandals,3,3,0.3333333333333333
G2,0,validation,gender x articleType,Unisex | Sports Shoes,8,8,0.125
G2,0,validation,gender x articleType,Unisex | Sunglasses,24,7,0.20833333333333334
G2,0,validation,gender x articleType,Unisex | Travel Accessory,3,2,0.0
G2,0,validation,gender x articleType,Unisex | Tshirts,12,11,0.6666666666666666
G2,0,validation,gender x articleType,Unisex | Waist Pouch,3,2,0.6666666666666666
G2,0,validation,gender x articleType,Unisex | Wallets,3,3,0.0
G2,0,validation,gender x articleType,Unisex | Watches,22,20,0.3181818181818182
G2,0,validation,gender x articleType,Unisex | Water Bottle,1,1,0.0
G2,0,validation,gender x articleType,Unisex | Wristbands,1,1,1.0
G2,0,validation,gender x articleType,Women | Backpacks,3,3,1.0
G2,0,validation,gender x articleType,Women | Bangle,18,1,1.0
G2,0,validation,gender x articleType,Women | Belts,49,33,0.8163265306122449
G2,0,validation,gender x articleType,Women | Bra,49,39,1.0
G2,0,validation,gender x articleType,Women | Briefs,24,22,0.8333333333333334
G2,0,validation,gender x articleType,Women | Camisoles,3,3,1.0
G2,0,validation,gender x articleType,Women | Capris,16,15,0.75
G2,0,validation,gender x articleType,Women | Caps,3,2,0.0
G2,0,validation,gender x articleType,Women | Casual Shoes,51,47,0.7058823529411765
G2,0,validation,gender x articleType,Women | Churidar,5,5,1.0
G2,0,validation,gender x articleType,Women | Clutches,37,30,0.8918918918918919
G2,0,validation,gender x articleType,Women | Deodorant,15,14,0.8
G2,0,validation,gender x articleType,Women | Dresses,45,35,0.9555555555555556
G2,0,validation,gender x articleType,Women | Duffel Bag,2,2,1.0
G2,0,validation,gender x articleType,Women | Dupatta,19,15,1.0
G2,0,validation,gender x articleType,Women | Earrings,80,1,0.975
G2,0,validation,gender x articleType,Women | Eyeshadow,2,1,1.0
G2,0,validation,gender x articleType,Women | Flats,69,49,0.9130434782608695
G2,0,validation,gender x articleType,Women | Flip Flops,42,28,0.8809523809523809
G2,0,validation,gender x articleType,Women | Foundation and Primer,4,1,1.0
G2,0,validation,gender x articleType,Women | Fragrance Gift Set,2,2,1.0
G2,0,validation,gender x articleType,Women | Free Gifts,7,5,1.0
G2,0,validation,gender x articleType,Women | Handbags,233,148,0.9656652360515021
G2,0,validation,gender x articleType,Women | Heels,179,92,0.9776536312849162
G2,0,validation,gender x articleType,Women | Jackets,12,12,0.75
G2,0,validation,gender x articleType,Women | Jeans,30,21,0.9333333333333333
G2,0,validation,gender x articleType,Women | Jeggings,4,3,1.0
G2,0,validation,gender x articleType,Women | Jewellery Set,6,4,1.0
G2,0,validation,gender x articleType,Women | Jumpsuit,2,2,1.0
G2,0,validation,gender x articleType,Women | Kajal and Eyeliner,3,2,0.6666666666666666
G2,0,validation,gender x articleType,Women | Kurta Sets,13,12,1.0
G2,0,validation,gender x articleType,Women | Kurtas,257,133,0.9961089494163424
G2,0,validation,gender x articleType,Women | Kurtis,33,26,1.0
G2,0,validation,gender x articleType,Women | Leggings,25,22,0.96
G2,0,validation,gender x articleType,Women | Lip Gloss,1,1,1.0
G2,0,validation,gender x articleType,Women | Lip Liner,2,1,1.0
G2,0,validation,gender x articleType,Women | Lip Plumper,1,1,1.0
G2,0,validation,gender x articleType,Women | Lounge Pants,2,2,1.0
G2,0,validation,gender x articleType,Women | Mobile Pouch,6,6,0.8333333333333334
G2,0,validation,gender x articleType,Women | Mufflers,4,2,0.75
G2,0,validation,gender x articleType,Women | Nail Polish,4,4,1.0
G2,0,validation,gender x articleType,Women | Necklace and Chains,10,8,1.0
G2,0,validation,gender x articleType,Women | Night suits,6,5,1.0
G2,0,validation,gender x articleType,Women | Nightdress,7,5,1.0
G2,0,validation,gender x articleType,Women | Patiala,4,3,1.0
G2,0,validation,gender x articleType,Women | Pendant,5,3,1.0
G2,0,validation,gender x articleType,Women | Perfume and Body Mist,39,32,0.8461538461538461
G2,0,validation,gender x articleType,Women | Salwar,5,4,1.0
G2,0,validation,gender x articleType,Women | Salwar and Dupatta,1,1,1.0
G2,0,validation,gender x articleType,Women | Sandals,2,2,0.5
G2,0,validation,gender x articleType,Women | Sarees,25,22,1.0
G2,0,validation,gender x articleType,Women | Scarves,7,6,0.5714285714285714
G2,0,validation,gender x articleType,Women | Shirts,47,40,0.9574468085106383
G2,0,validation,gender x articleType,Women | Shorts,9,9,0.8888888888888888
G2,0,validation,gender x articleType,Women | Skirts,15,13,0.6666666666666666
G2,0,validation,gender x articleType,Women | Socks,13,12,0.46153846153846156
G2,0,validation,gender x articleType,Women | Sports Sandals,1,1,1.0
G2,0,validation,gender x articleType,Women | Sports Shoes,71,69,0.5774647887323944
G2,0,validation,gender x articleType,Women | Stockings,8,1,1.0
G2,0,validation,gender x articleType,Women | Stoles,14,10,0.9285714285714286
G2,0,validation,gender x articleType,Women | Sunglasses,60,33,0.7833333333333333
G2,0,validation,gender x articleType,Women | Sweaters,18,16,1.0
G2,0,validation,gender x articleType,Women | Sweatshirts,12,11,0.9166666666666666
G2,0,validation,gender x articleType,Women | Swimwear,3,2,1.0
G2,0,validation,gender x articleType,Women | Ties and Cufflinks,1,1,1.0
G2,0,validation,gender x articleType,Women | Tights,2,2,1.0
G2,0,validation,gender x articleType,Women | Tops,236,175,0.9449152542372882
G2,0,validation,gender x articleType,Women | Track Pants,12,11,0.9166666666666666
G2,0,validation,gender x articleType,Women | Trousers,11,7,0.8181818181818182
G2,0,validation,gender x articleType,Women | Tshirts,169,147,0.9408284023668639
G2,0,validation,gender x articleType,Women | Tunics,28,26,0.9642857142857143
G2,0,validation,gender x articleType,Women | Umbrellas,1,1,1.0
G2,0,validation,gender x articleType,Women | Waistcoat,2,1,1.0
G2,0,validation,gender x articleType,Women | Wallets,69,51,0.927536231884058
G2,0,validation,gender x articleType,Women | Watches,130,97,0.7538461538461538
G2,0,validation,gender x family_size_bin,Boys | 1,48,48,0.6875
G2,0,validation,gender x family_size_bin,Boys | 2-3,60,27,0.65
G2,0,validation,gender x family_size_bin,Boys | 4+,28,4,0.5714285714285714
G2,0,validation,gender x family_size_bin,Girls | 1,47,47,0.5106382978723404
G2,0,validation,gender x family_size_bin,Girls | 2-3,45,20,0.7555555555555555
G2,0,validation,gender x family_size_bin,Girls | 4+,15,3,0.8
G2,0,validation,gender x family_size_bin,Men | 1,2049,2049,0.9536359199609565
G2,0,validation,gender x family_size_bin,Men | 2-3,673,302,0.9390787518573551
G2,0,validation,gender x family_size_bin,Men | 4+,828,111,0.9589371980676329
G2,0,validation,gender x family_size_bin,Unisex | 1,257,257,0.5252918287937743
G2,0,validation,gender x family_size_bin,Unisex | 2-3,53,24,0.49056603773584906
G2,0,validation,gender x family_size_bin,Unisex | 4+,45,6,0.5555555555555556
G2,0,validation,gender x family_size_bin,Women | 1,1392,1392,0.8900862068965517
G2,0,validation,gender x family_size_bin,Women | 2-3,450,200,0.9333333333333333
G2,0,validation,gender x family_size_bin,Women | 4+,563,75,0.9467140319715808
G2,4,train,gender,Boys,546,315,0.9945054945054945
G2,4,train,gender,Girls,434,272,0.9930875576036866
G2,4,train,gender,Men,14201,9876,0.9989437363565946
G2,4,train,gender,Unisex,1413,1137,0.9752300070771408
G2,4,train,gender,Women,9622,6737,0.9994803575140303
G2,4,train,articleType,Accessory Gift Set,73,27,1.0
G2,4,train,articleType,Baby Dolls,2,2,1.0
G2,4,train,articleType,Backpacks,478,342,0.9895397489539749
G2,4,train,articleType,Bangle,37,17,1.0
G2,4,train,articleType,Basketballs,10,10,1.0
G2,4,train,articleType,Belts,540,328,0.9962962962962963
G2,4,train,articleType,Blazers,5,5,1.0
G2,4,train,articleType,Body Wash and Scrub,1,1,1.0
G2,4,train,articleType,Booties,7,4,0.8571428571428571
G2,4,train,articleType,Boxers,27,21,1.0
G2,4,train,articleType,Bra,201,157,1.0
G2,4,train,articleType,Bracelet,37,14,1.0
G2,4,train,articleType,Briefs,455,323,1.0
G2,4,train,articleType,Camisoles,10,10,1.0
G2,4,train,articleType,Capris,109,80,1.0
G2,4,train,articleType,Caps,184,160,0.9782608695652174
G2,4,train,articleType,Casual Shoes,1824,1408,0.9945175438596491
G2,4,train,articleType,Churidar,20,18,1.0
G2,4,train,articleType,Clothing Set,5,5,1.0
G2,4,train,articleType,Clutches,151,123,1.0
G2,4,train,articleType,Compact,4,1,1.0
G2,4,train,articleType,Cufflinks,31,15,1.0
G2,4,train,articleType,Deodorant,199,178,0.9798994974874372
G2,4,train,articleType,Dresses,231,182,1.0
G2,4,train,articleType,Duffel Bag,59,45,1.0
G2,4,train,articleType,Dupatta,80,58,1.0
G2,4,train,articleType,Earrings,161,30,0.9937888198757764
G2,4,train,articleType,Eyeshadow,3,2,1.0
G2,4,train,articleType,Flats,284,186,1.0
G2,4,train,articleType,Flip Flops,585,488,1.0
G2,4,train,articleType,Footballs,6,6,1.0
G2,4,train,articleType,Formal Shoes,415,178,0.9975903614457832
G2,4,train,articleType,Foundation and Primer,9,4,1.0
G2,4,train,articleType,Fragrance Gift Set,38,37,1.0
G2,4,train,articleType,Free Gifts,47,33,1.0
G2,4,train,articleType,Gloves,14,9,1.0
G2,4,train,articleType,Handbags,976,636,1.0
G2,4,train,articleType,Hat,2,2,1.0
G2,4,train,articleType,Headband,5,5,1.0
G2,4,train,articleType,Heels,707,379,1.0
G2,4,train,articleType,Highlighter and Blush,4,1,1.0
G2,4,train,articleType,Innerwear Vests,165,130,1.0
G2,4,train,articleType,Ipad,1,1,1.0
G2,4,train,articleType,Jackets,155,136,1.0
G2,4,train,articleType,Jeans,377,178,1.0
G2,4,train,articleType,Jeggings,18,11,1.0
G2,4,train,articleType,Jewellery Set,32,13,1.0
G2,4,train,articleType,Jumpsuit,8,8,1.0
G2,4,train,articleType,Kajal and Eyeliner,9,7,1.0
G2,4,train,articleType,Key chain,1,1,1.0
G2,4,train,articleType,Kurta Sets,52,48,1.0
G2,4,train,articleType,Kurtas,1055,558,1.0
G2,4,train,articleType,Kurtis,138,107,1.0
G2,4,train,articleType,Laptop Bag,54,40,0.9444444444444444
G2,4,train,articleType,Leggings,108,91,1.0
G2,4,train,articleType,Lehenga Choli,1,1,1.0
G2,4,train,articleType,Lip Gloss,4,4,1.0
G2,4,train,articleType,Lip Liner,7,6,1.0
